INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
SHK13,119 STRAWBERRY SHARE,STRAWBERRY SHK,5,119.000,PC,12.000,12.750,9.333333,1,IRIGA
MP36,6.6 BACON CHEESY BURGER,6.6 BACON CHEE,32,66.000,PC,12.000,7.070,9.333333,1,IRIGA
MP37,P20 ICED TEA,P20 ICED TEA,32,20.000,PC,12.000,2.140,9.333333,1,IRIGA
MP38,P20 PJ,P20 PJ,32,20.000,PC,12.000,2.140,9.333333,1,IRIGA
MP39,FREE BABY BACK RIBS,FREE BB BACK R,32,0.000,PC,12.000,0.000,9.333333,1,IRIGA
DEL101,PC TOCINO,PC TOCINO,18,219.000,PC,12.000,16.610,9.333333,1,IRIGA
BEF12,CHICKEN SALISBURY,CHICKEN SALISB,41,322.000,PC,12.000,24.540,9.330000,1,IRIGA
BEF13,SMOKED CHICKEN,SMOKED CHICKEN,41,342.000,PC,12.000,28.820,9.330000,1,IRIGA
BEF14,RIBS & SMOKED CHICKEN,RIBS & SMOKED,41,784.000,PC,12.000,64.180,9.330000,1,IRIGA
BS15,CRISPY CHICKEN BURGER,CRSPY CHKBURGE,6,159.000,PC,12.000,17.040,9.333333,1,IRIGA
MP40,FREE UMBRELLA,FREE UMBRELLA,32,0.000,PC,12.000,0.000,9.333333,1,IRIGA
DEL142,SMOKED CHICKEN,SMOKED CHICKEN,18,382.000,PC,12.000,30.960,9.333333,1,IRIGA
DEL143,SMOKED CHIX BBR,SMOKED CHIX BB,18,824.000,PC,12.000,66.320,9.333333,1,IRIGA
DEL144,CHIX SALIS,CHIX SALIS,18,387.000,PC,12.000,26.680,9.333333,1,IRIGA
MP41,BIGGS UMBRELLA,BIGGS UMBRELLA,32,249.000,PC,12.000,26.680,9.333333,1,IRIGA
BDS1,SPAGHETI PLATTER,SPAG PLATTER,34,219.000,PC,12.000,23.460,9.333333,1,IRIGA
BDS2,DOUBLE TREAT,DT,34,179.000,PC,12.000,19.180,9.333333,1,IRIGA
BDS3,CRISPY 1PC,CRISPY 1PC,34,109.000,PC,12.000,11.680,9.333333,1,IRIGA
BDS4,CRISPY 2PC,CRISPY 2PC,34,214.000,PC,12.000,22.930,9.333333,1,IRIGA
BDS5,CHICKEN KEBAB,CHICKEN KEBAB,34,259.000,PC,12.000,26.680,9.333333,1,IRIGA
BDS6,CARBO PLATTER,CARBO PLATTER,34,239.000,PC,12.000,25.610,9.333333,1,IRIGA
BDS7,CAJUN 2PC,CAJUN 2PC,34,279.000,PC,12.000,28.820,9.333333,1,IRIGA
BDS8,CAJUN 1PC,CAJUN,34,149.000,PC,12.000,15.960,9.333333,1,IRIGA
BDS9,BIGG DEAL,BIGG DEAL,34,299.000,PC,12.000,30.960,9.333333,1,IRIGA
BDS11,6PCS CHKN IN BOX,6PCS CHKN IN B,34,639.000,PC,12.000,68.460,9.333333,1,IRIGA
BDS12,CARBO W CHKN,CARBO W CHKN,34,199.000,PC,12.000,21.320,9.333333,1,IRIGA
BDS14,BIGGDEAL CHKN,BIGGDEAL CHKN,34,179.000,PC,12.000,19.180,9.330000,1,IRIGA
BDS15,TUNA SALPICAO,TUNA SALPICAO,34,339.000,PC,12.000,32.040,9.333333,1,IRIGA
BDS16,TANGUIGUI STEAK,TANGUIGUI STEA,34,339.000,PC,12.000,32.040,9.333333,1,IRIGA
BDS17,SALISBURY,SALISBURY,34,239.000,PC,12.000,25.610,9.333333,1,IRIGA
BDS18,PORK KEBAB,PORK KEBAB,34,259.000,PC,12.000,27.750,9.333333,1,IRIGA
BDS19,CORDON BLEU,CORDON,34,279.000,PC,12.000,26.680,9.333333,1,IRIGA
BDS20,KSR,KSR,34,359.000,PC,12.000,32.040,9.333333,1,IRIGA
BDS21,DAING NA BANGUS,DAING NA BANGU,34,199.000,PC,12.000,21.320,9.333333,1,IRIGA
BDS22,BICOL SPECIAL,BICOL SPECIAL,34,259.000,PC,12.000,26.680,9.333333,1,IRIGA
BDS23,TENDERLOIN TIPS,TIPS,34,0.000,PC,12.000,26.680,9.333333,1,IRIGA
BDS24,BEEF SALPICAO,BEEF SALPICAO,34,289.000,PC,12.000,27.750,9.333333,1,IRIGA
BDS25,BABY BACK RIBS,BBR,34,399.000,PC,12.000,42.750,9.333333,1,IRIGA
BDS26,MIXED VEGIES,MIXED VEGIES,34,109.000,PC,12.000,11.680,9.333333,1,IRIGA
BDS27,TUNA SANDWCH,TUNA SANDWCH,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS28,PIZZA BREAD,PIZZA BREAD,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS29,XTRM SUPREME NURGER,XTRM SUPREME B,34,239.000,PC,12.000,24.540,9.333333,1,IRIGA
BDS30,XTRM PLATTER,XTRM PLATTER,34,239.000,PC,12.000,25.610,9.333333,1,IRIGA
BDS31,XTRM BURGER,XTRM BURGER,34,199.000,PC,12.000,21.320,9.330000,1,IRIGA
