INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
FP131,CHEESE BURGER SOUP,CB SOUP,5,69.000,PC,12.000,6.320,9.333333,1,BMC
MP139,FREEMACNC,FREEMACNC,2,0.000,PC,12.000,0.000,9.333333,1,BMC
MP140,FREEMACNC99,FREEMACNC99,2,99.000,PC,12.000,10.610,9.333333,1,BMC
REP455,PEPSI REG CAN,PEPSI REG CAN,28,0.000,PC,12.000,0.000,9.333333,1,BMC
BLT48,50%OFF TUNA SALPICAO,50%OFF TUNA SA,7,165.000,PC,12.000,17.680,9.333333,1,BMC
BLT49,SB 50% TUNA SALPICAO,SB 50% TUNA SA,7,164.000,PC,12.000,17.570,9.333333,1,BMC
BLT50,FREE TUNA SAND,FREE TUNA SAND,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BLT51,50%OFF RMS,50%OFF RMS,7,70.000,PC,12.000,0.000,9.333333,1,BMC
BLT52,SB 50%OFF RMS,SB 50%OFF RMS,7,69.000,PC,12.000,7.500,9.330000,1,BMC
BLT53,SB 50% RMS,SB 50% RMS,7,69.000,PC,12.000,7.390,9.333333,1,BMC
MP141,CRABSOUP,CRABSOUP,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP142,CHEESESOUP,CHEESESOUP,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP143,CHICKENSOUP,CHICKENSOUP,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP144,CRABSOUP59,CRABSOUP59,37,59.000,PC,12.000,6.320,9.333333,1,BMC
MP145,CHEESESOUP59,CHEESESOUP59,37,59.000,PC,12.000,6.320,9.333333,1,BMC
MP146,CHICKENSOUP59,CHICKENSOUP59,37,59.000,PC,12.000,6.320,9.333333,1,BMC
BLT54,1CAJCHX SPG PBRD CNC IT,1CAJCHX SPG PB,7,469.000,PC,12.000,50.250,9.333333,1,BMC
BLT55,TIPS SALSBURY MACSLD IT,TIPS SALSBURY ,7,699.000,PC,12.000,74.890,9.333333,1,BMC
BLT56,SMKCHX BSALP NENAS IT,SMKCHX BSALP N,7,869.000,PC,12.000,93.110,9.333333,1,BMC
BLT57,TBLAST,TBLAST,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BLT58,SOCMED,SOCMED,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BLT59,S-SELL,S-SELL,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BLT60,SB VDAYB1,SB VDAYB1,7,36.000,PC,12.000,3.860,9.333333,1,BMC
BLT61,SB VDAYB2,SB VDAYB2,7,96.000,PC,12.000,10.290,9.333333,1,BMC
BLT62,SB VDAYB3,SB VDAYB3,7,36.000,PC,12.000,3.860,9.333333,1,BMC
FP132,FREE GRAVY,FREE GRAVY,5,0.000,PC,12.000,0.000,9.333333,1,BMC
FP133,LARGE GRAVY,LARGE GRAVY,5,20.000,PC,12.000,2.140,9.333333,1,BMC
FP134,ATCHARA TO GRAVY,ATCHARA TO GRA,5,0.000,PC,12.000,0.000,9.330000,1,BMC
MP147,LENT TGG STEAK,LENT TGG STEAK,37,319.000,PC,12.000,34.180,9.333333,1,BMC
MP148,LENT TUNA SALPICAO,LENT TUNA SALP,37,329.000,PC,12.000,35.250,9.333333,1,BMC
MP149,FREE PJ,FREE PJ,37,0.000,PC,12.000,0.000,9.333333,1,BMC
MP150,FREEPJTGGSTEAK,FREEPJTGGSTEAK,37,79.000,PC,12.000,8.460,9.333333,1,BMC
MP151,FREEPJTUNASALPI,FREEPJTUNASALP,37,79.000,PC,12.000,8.460,9.333333,1,BMC
BL73,TB CNC 99,TB CNC 99,7,99.000,PC,12.000,10.610,9.333333,1,BMC
BL74,TB BNDL TUNASND PJ,TB BNDL TUNASN,7,149.000,PC,12.000,15.960,9.333333,1,BMC
BL75,FREE HOTCHOCO,FREE HOTCHOCO,7,0.000,PC,12.000,0.000,9.333333,1,BMC
BL76,SPAG 50 OFF%,SPAG 50 OFF%,7,49.000,PC,12.000,5.250,9.333333,1,BMC
BL77,SALIST1B1,SALIST1B1,7,269.000,PC,12.000,28.820,9.333333,1,BMC
BL78,TB TUNA SALP ,TB TUNA SALP ,7,289.000,PC,12.000,30.960,9.333333,1,BMC
BL79,TB TANGUIGUE,TB TANGUIGUE,7,289.000,PC,12.000,30.960,9.333333,1,BMC
BL80,SB CNC40,SB CNC40,7,40.000,PC,12.000,4.290,9.333333,1,BMC
BL81,SB BNDL TUNASND PJ,SB BNDL TUNASN,7,39.000,PC,12.000,4.180,9.333333,1,BMC
BL82,SB FRI HOTCHOCO,SB FRI HOTCHO,7,79.000,PC,12.000,8.460,9.330000,1,BMC
BL83,SB SPAG 50 OFF%,SB SPAG 50 OFF,7,49.000,PC,12.000,5.250,9.333333,1,BMC
BL84,SB SALIST1,SB SALIST1,7,269.000,PC,12.000,28.820,9.333333,1,BMC
BL85,SB TUNA SALP40,SB TUNA SALP40,7,40.000,PC,12.000,4.290,9.333333,1,BMC
